rodada,data,mandante,visitante,vencedor
1,30/05/2021,Atletico-MG,Fortaleza,Fortaleza
1,30/05/2021,Ceara,Gremio,Ceara
1,30/05/2021,Flamengo,Palmeiras,Flamengo
1,30/05/2021,Chapecoense,Bragantino,Bragantino
1,30/05/2021,Corinthians,Atletico-GO,Atletico-GO
1,30/05/2021,Athletico-PR,America-MG,Athletico-PR
1,30/05/2021,Internacional,Sport,-
2,05/06/2021,Atletico-GO,Sao Paulo,Atletico-GO
2,05/06/2021,Santos,Ceara,Santos
2,05/06/2021,Bragantino,Bahia,-
2,06/06/2021,Fluminense,Cuiaba,Fluminense
2,06/06/2021,America-MG,Corinthians,Corinthians
2,06/06/2021,Fortaleza,Internacional,Fortaleza
2,06/06/2021,Palmeiras,Chapecoense,Palmeiras
2,06/06/2021,Juventude,Athletico-PR,Athletico-PR
2,06/06/2021,Sport,Atletico-MG,Atletico-MG
3,12/06/2021,Santos,Juventude,-
3,12/06/2021,Palmeiras,Corinthians,-
3,13/06/2021,Atletico-MG,Sao Paulo,Atletico-MG
3,13/06/2021,Gremio,Athletico-PR,Athletico-PR
3,13/06/2021,Flamengo,America-MG,Flamengo
3,13/06/2021,Fortaleza,Sport,Fortaleza
3,13/06/2021,Chapecoense,Ceara,-
3,13/06/2021,Bahia,Internacional,Internacional
3,13/06/2021,Bragantino,Fluminense,-
4,16/06/2021,Internacional,Atletico-MG,Atletico-MG
4,16/06/2021,Sao Paulo,Chapecoense,-
4,16/06/2021,Corinthians,Bragantino,Bragantino
4,16/06/2021,Juventude,Palmeiras,Palmeiras
4,17/06/2021,Ceara,Bahia,Bahia
4,17/06/2021,America-MG,Cuiaba,-
4,17/06/2021,Atletico-GO,Fortaleza,-
4,17/06/2021,Fluminense,Santos,Fluminense
4,17/06/2021,Sport,Gremio,Sport
5,19/06/2021,Flamengo,Bragantino,Bragantino
5,20/06/2021,Palmeiras,America-MG,Palmeiras
5,20/06/2021,Bahia,Corinthians,-
5,20/06/2021,Internacional,Ceara,-
5,20/06/2021,Athletico-PR,Atletico-GO,Athletico-PR
5,20/06/2021,Fortaleza,Fluminense,-
5,20/06/2021,Santos,Sao Paulo,Santos
5,20/06/2021,Juventude,Sport,Juventude
5,21/06/2021,Atletico-MG,Chapecoense,-
6,23/06/2021,Sao Paulo,Cuiaba,-
6,23/06/2021,Flamengo,Fortaleza,Flamengo
6,23/06/2021,Bragantino,Palmeiras,Bragantino
6,23/06/2021,Atletico-GO,Fluminense,Atletico-GO
6,24/06/2021,America-MG,Juventude,-
6,24/06/2021,Corinthians,Sport,Corinthians
6,24/06/2021,Chapecoense,Internacional,Internacional
6,24/06/2021,Ceara,Atletico-MG,Ceara
6,24/06/2021,Gremio,Santos,-
6,24/06/2021,Bahia,Athletico-PR,Bahia
7,27/06/2021,Juventude,Flamengo,Juventude
7,27/06/2021,Fluminense,Corinthians,-
7,27/06/2021,Athletico-PR,Chapecoense,-
7,27/06/2021,Gremio,Fortaleza,-
7,27/06/2021,Palmeiras,Bahia,Palmeiras
7,27/06/2021,Santos,Atletico-MG,Santos
7,27/06/2021,America-MG,Internacional,-
7,27/06/2021,Ceara,Sao Paulo,-
7,27/06/2021,Sport,Cuiaba,-
7,28/06/2021,Atletico-GO,Bragantino,Bragantino
8,30/06/2021,Fluminense,Athletico-PR,Athletico-PR
8,30/06/2021,Fortaleza,Chapecoense,Fortaleza
8,30/06/2021,Internacional,Palmeiras,Palmeiras
8,30/06/2021,Bahia,America-MG,America-MG
8,30/06/2021,Santos,Sport,-
8,30/06/2021,Corinthians,Sao Paulo,-
8,30/06/2021,Juventude,Gremio,Juventude
8,01/07/2021,Bragantino,Ceara,-
8,01/07/2021,Atletico-MG,Atletico-GO,Atletico-MG
8,01/07/2021,Cuiaba,Flamengo,Flamengo
9,03/07/2021,America-MG,Santos,America-MG
9,03/07/2021,Athletico-PR,Fortaleza,Athletico-PR
9,03/07/2021,Corinthians,Internacional,-
9,04/07/2021,Chapecoense,Bahia,Bahia
9,04/07/2021,Flamengo,Fluminense,Fluminense
9,04/07/2021,Sport,Palmeiras,Palmeiras
9,04/07/2021,Sao Paulo,Bragantino,Bragantino
9,04/07/2021,Ceara,Juventude,Ceara
9,04/07/2021,Cuiaba,Atletico-MG,Atletico-MG
9,04/07/2021,Gremio,Atletico-GO,Atletico-GO
10,06/07/2021,Santos,Athletico-PR,Santos
10,07/07/2021,Bahia,Juventude,Bahia
10,07/07/2021,Bragantino,Cuiaba,-
10,07/07/2021,Fortaleza,America-MG,Fortaleza
10,07/07/2021,Palmeiras,Gremio,Palmeiras
10,07/07/2021,Atletico-MG,Flamengo,Atletico-MG
10,07/07/2021,Atletico-GO,Sport,-
10,07/07/2021,Internacional,Sao Paulo,Sao Paulo
10,07/07/2021,Fluminense,Ceara,-
10,08/07/2021,Chapecoense,Corinthians,Corinthians
11,10/07/2021,Palmeiras,Santos,Palmeiras
11,10/07/2021,Gremio,Internacional,-
11,10/07/2021,Athletico-PR,Bragantino,-
11,10/07/2021,Sao Paulo,Bahia,Sao Paulo
11,10/07/2021,Sport,Fluminense,Fluminense
11,10/07/2021,America-MG,Atletico-MG,Atletico-MG
11,11/07/2021,Juventude,Atletico-GO,-
11,11/07/2021,Cuiaba,Ceara,-
11,11/07/2021,Flamengo,Chapecoense,Flamengo
11,11/07/2021,Fortaleza,Corinthians,Fortaleza
12,17/07/2021,Ceara,Athletico-PR,Ceara
12,17/07/2021,Sao Paulo,Fortaleza,Fortaleza
12,17/07/2021,Corinthians,Atletico-MG,Atletico-MG
12,17/07/2021,Fluminense,Gremio,Gremio
12,18/07/2021,Chapecoense,Cuiaba,Cuiaba
12,18/07/2021,Atletico-GO,Palmeiras,Palmeiras
12,18/07/2021,Bahia,Flamengo,Flamengo
12,18/07/2021,Bragantino,Santos,-
12,18/07/2021,Internacional,Juventude,Internacional
12,19/07/2021,America-MG,Sport,Sport
3,21/07/2021,Cuiaba,Atletico-GO,Cuiaba
13,24/07/2021,Gremio,America-MG,-
13,24/07/2021,Palmeiras,Fluminense,Palmeiras
13,25/07/2021,Atletico-MG,Bahia,Atletico-MG
13,25/07/2021,Flamengo,Sao Paulo,Flamengo
13,25/07/2021,Fortaleza,Bragantino,Fortaleza
13,25/07/2021,Santos,Atletico-GO,Atletico-GO
13,25/07/2021,Athletico-PR,Internacional,Athletico-PR
13,25/07/2021,Sport,Ceara,-
13,26/07/2021,Juventude,Chapecoense,Juventude
13,26/07/2021,Cuiaba,Corinthians,Corinthians
14,31/07/2021,Sao Paulo,Palmeiras,-
14,31/07/2021,Internacional,Cuiaba,-
14,31/07/2021,Bragantino,Gremio,Bragantino
14,01/08/2021,Corinthians,Flamengo,Flamengo
14,01/08/2021,Atletico-MG,Athletico-PR,Atletico-MG
14,01/08/2021,Chapecoense,Santos,Santos
14,01/08/2021,Bahia,Sport,Sport
14,01/08/2021,Atletico-GO,America-MG,-
14,01/08/2021,Ceara,Fortaleza,Ceara
15,06/08/2021,Sport,Bragantino,-
15,07/08/2021,Athletico-PR,Sao Paulo,Sao Paulo
15,07/08/2021,Palmeiras,Fortaleza,Fortaleza
15,07/08/2021,Cuiaba,Bahia,-
15,08/08/2021,Santos,Corinthians,-
15,08/08/2021,Juventude,Atletico-MG,Atletico-MG
15,08/08/2021,America-MG,Fluminense,America-MG
15,08/08/2021,Ceara,Atletico-GO,-
15,08/08/2021,Flamengo,Internacional,Internacional
15,09/08/2021,Gremio,Chapecoense,Gremio
16,14/08/2021,Bragantino,Juventude,Juventude
16,14/08/2021,Atletico-MG,Palmeiras,Atletico-MG
16,14/08/2021,Sao Paulo,Gremio,Sao Paulo
16,15/08/2021,Flamengo,Sport,Flamengo
16,15/08/2021,Corinthians,Ceara,Corinthians
16,15/08/2021,Cuiaba,Athletico-PR,Cuiaba
16,15/08/2021,Bahia,Atletico-GO,Atletico-GO
16,15/08/2021,Fortaleza,Santos,-
16,15/08/2021,Internacional,Fluminense,Internacional
16,16/08/2021,Chapecoense,America-MG,-
5,18/08/2021,Cuiaba,Gremio,Gremio
17,21/08/2021,Atletico-GO,Chapecoense,-
17,21/08/2021,Gremio,Bahia,Gremio
17,21/08/2021,Juventude,Fortaleza,-
17,22/08/2021,Palmeiras,Cuiaba,Cuiaba
17,22/08/2021,Athletico-PR,Corinthians,Corinthians
17,22/08/2021,Ceara,Flamengo,-
17,22/08/2021,Santos,Internacional,-
17,22/08/2021,Sport,Sao Paulo,Sao Paulo
17,23/08/2021,Fluminense,Atletico-MG,-
17,23/08/2021,America-MG,Bragantino,Bragantino
18,28/08/2021,Sport,Chapecoense,-
18,28/08/2021,Santos,Flamengo,Flamengo
18,28/08/2021,Gremio,Corinthians,Corinthians
18,28/08/2021,Palmeiras,Athletico-PR,Palmeiras
18,29/08/2021,America-MG,Ceara,America-MG
18,29/08/2021,Juventude,Sao Paulo,-
18,29/08/2021,Atletico-GO,Internacional,-
18,29/08/2021,Bragantino,Atletico-MG,-
18,30/08/2021,Fluminense,Bahia,Fluminense
18,30/08/2021,Fortaleza,Cuiaba,-
14,02/09/2021,Fluminense,Juventude,-
19,04/09/2021,Bahia,Fortaleza,Bahia
19,04/09/2021,Cuiaba,Santos,Cuiaba
19,05/09/2021,Athletico-PR,Sport,-
19,07/09/2021,Corinthians,Juventude,-
19,07/09/2021,Chapecoense,Fluminense,Fluminense
20,11/09/2021,America-MG,Athletico-PR,America-MG
20,11/09/2021,Juventude,Cuiaba,Cuiaba
20,11/09/2021,Bragantino,Chapecoense,Chapecoense
20,11/09/2021,Santos,Bahia,-
20,12/09/2021,Gremio,Ceara,Gremio
20,12/09/2021,Palmeiras,Flamengo,Flamengo
20,12/09/2021,Fortaleza,Atletico-MG,Atletico-MG
20,12/09/2021,Atletico-GO,Corinthians,-
20,12/09/2021,Fluminense,Sao Paulo,Fluminense
20,13/09/2021,Sport,Internacional,Internacional
21,18/09/2021,Chapecoense,Palmeiras,Palmeiras
21,18/09/2021,Athletico-PR,Juventude,Athletico-PR
21,18/09/2021,Atletico-MG,Sport,Atletico-MG
21,18/09/2021,Ceara,Santos,-
21,18/09/2021,Bahia,Bragantino,-
21,19/09/2021,Internacional,Fortaleza,Internacional
21,19/09/2021,Sao Paulo,Atletico-GO,Sao Paulo
21,19/09/2021,Corinthians,America-MG,-
21,19/09/2021,Flamengo,Gremio,Gremio
21,20/09/2021,Cuiaba,Fluminense,-
19,22/09/2021,Sao Paulo,America-MG,-
22,25/09/2021,Ceara,Chapecoense,Ceara
22,25/09/2021,Corinthians,Palmeiras,Corinthians
22,25/09/2021,Sao Paulo,Atletico-MG,-
22,26/09/2021,America-MG,Flamengo,-
22,26/09/2021,Internacional,Bahia,Internacional
22,26/09/2021,Fluminense,Bragantino,Fluminense
22,26/09/2021,Juventude,Santos,Juventude
22,26/09/2021,Athletico-PR,Gremio,Athletico-PR
22,26/09/2021,Sport,Fortaleza,Fortaleza
22,26/09/2021,Atletico-GO,Cuiaba,-
23,02/10/2021,Cuiaba,America-MG,America-MG
23,02/10/2021,Fortaleza,Atletico-GO,Atletico-GO
23,02/10/2021,Bragantino,Corinthians,-
23,02/10/2021,Atletico-MG,Internacional,Atletico-MG
23,03/10/2021,Flamengo,Athletico-PR,Flamengo
23,03/10/2021,Chapecoense,Sao Paulo,-
23,03/10/2021,Palmeiras,Juventude,-
23,03/10/2021,Gremio,Sport,Sport
24,05/10/2021,Corinthians,Bahia,Corinthians
24,06/10/2021,Chapecoense,Atletico-MG,-
24,06/10/2021,Atletico-GO,Athletico-PR,Athletico-PR
24,06/10/2021,Sport,Juventude,Sport
24,06/10/2021,Ceara,Internacional,-
24,06/10/2021,Bragantino,Flamengo,-
24,06/10/2021,Gremio,Cuiaba,-
24,06/10/2021,Fluminense,Fortaleza,Fortaleza
24,06/10/2021,America-MG,Palmeiras,America-MG
24,07/10/2021,Sao Paulo,Santos,-
25,09/10/2021,Fluminense,Atletico-GO,-
25,09/10/2021,Atletico-MG,Ceara,Atletico-MG
25,09/10/2021,Sport,Corinthians,Sport
25,09/10/2021,Fortaleza,Flamengo,Flamengo
25,09/10/2021,Athletico-PR,Bahia,Bahia
25,09/10/2021,Palmeiras,Bragantino,Bragantino
25,09/10/2021,Juventude,America-MG,-
25,10/10/2021,Internacional,Chapecoense,Internacional
25,10/10/2021,Santos,Gremio,Santos
25,11/10/2021,Cuiaba,Sao Paulo,-
26,12/10/2021,Bragantino,Atletico-GO,Bragantino
26,12/10/2021,Bahia,Palmeiras,-
26,13/10/2021,Atletico-MG,Santos,Atletico-MG
26,13/10/2021,Chapecoense,Athletico-PR,-
26,13/10/2021,Flamengo,Juventude,Flamengo
26,13/10/2021,Fortaleza,Gremio,Fortaleza
26,13/10/2021,Corinthians,Fluminense,Corinthians
26,13/10/2021,Internacional,America-MG,Internacional
26,14/10/2021,Cuiaba,Sport,Cuiaba
26,14/10/2021,Sao Paulo,Ceara,-
27,16/10/2021,Chapecoense,Fortaleza,Fortaleza
27,16/10/2021,America-MG,Bahia,-
27,17/10/2021,Athletico-PR,Fluminense,Fluminense
27,17/10/2021,Palmeiras,Internacional,Palmeiras
27,17/10/2021,Ceara,Bragantino,-
27,17/10/2021,Gremio,Juventude,Gremio
27,17/10/2021,Atletico-GO,Atletico-MG,Atletico-GO
27,17/10/2021,Sport,Santos,-
27,17/10/2021,Flamengo,Cuiaba,-
27,18/10/2021,Sao Paulo,Corinthians,Sao Paulo
19,20/10/2021,Ceara,Palmeiras,Palmeiras
19,21/10/2021,Internacional,Bragantino,-
28,23/10/2021,Santos,America-MG,America-MG
28,23/10/2021,Juventude,Ceara,-
28,23/10/2021,Fluminense,Flamengo,Fluminense
28,23/10/2021,Fortaleza,Athletico-PR,Fortaleza
28,24/10/2021,Internacional,Corinthians,-
28,24/10/2021,Atletico-MG,Cuiaba,Atletico-MG
28,24/10/2021,Bragantino,Sao Paulo,Bragantino
28,24/10/2021,Bahia,Chapecoense,Bahia
28,25/10/2021,Atletico-GO,Gremio,Atletico-GO
28,25/10/2021,Palmeiras,Sport,Palmeiras
23,27/10/2021,Santos,Fluminense,Santos
23,27/10/2021,Bahia,Ceara,-
34,28/10/2021,Bragantino,Sport,Bragantino
29,30/10/2021,Athletico-PR,Santos,Santos
29,30/10/2021,Flamengo,Atletico-MG,Flamengo
29,30/10/2021,Juventude,Bahia,-
29,30/10/2021,America-MG,Fortaleza,America-MG
29,31/10/2021,Gremio,Palmeiras,Palmeiras
29,31/10/2021,Ceara,Fluminense,Ceara
29,31/10/2021,Sao Paulo,Internacional,Sao Paulo
29,31/10/2021,Sport,Atletico-GO,Sport
29,01/11/2021,Cuiaba,Bragantino,Cuiaba
29,01/11/2021,Corinthians,Chapecoense,Corinthians
4,02/11/2021,Athletico-PR,Flamengo,-
19,03/11/2021,Atletico-MG,Gremio,Atletico-MG
31,04/11/2021,Cuiaba,Chapecoense,-
19,05/11/2021,Flamengo,Atletico-GO,Flamengo
30,06/11/2021,Corinthians,Fortaleza,Corinthians
30,06/11/2021,Internacional,Gremio,Internacional
30,06/11/2021,Fluminense,Sport,Fluminense
30,07/11/2021,Santos,Palmeiras,Palmeiras
30,07/11/2021,Bragantino,Athletico-PR,Athletico-PR
30,07/11/2021,Atletico-MG,America-MG,Atletico-MG
30,07/11/2021,Bahia,Sao Paulo,Bahia
30,07/11/2021,Ceara,Cuiaba,Ceara
30,08/11/2021,Chapecoense,Flamengo,-
31,09/11/2021,Gremio,Fluminense,Gremio
31,10/11/2021,Athletico-PR,Ceara,Athletico-PR
31,10/11/2021,Santos,Bragantino,Santos
31,10/11/2021,Atletico-MG,Corinthians,Atletico-MG
31,10/11/2021,Palmeiras,Atletico-GO,Palmeiras
31,10/11/2021,Juventude,Internacional,Juventude
31,10/11/2021,Fortaleza,Sao Paulo,-
31,10/11/2021,Sport,America-MG,America-MG
31,11/11/2021,Flamengo,Bahia,Flamengo
32,13/11/2021,America-MG,Gremio,America-MG
32,13/11/2021,Atletico-GO,Santos,-
32,13/11/2021,Bragantino,Fortaleza,Bragantino
32,13/11/2021,Internacional,Athletico-PR,Internacional
32,13/11/2021,Corinthians,Cuiaba,Corinthians
32,14/11/2021,Sao Paulo,Flamengo,Flamengo
32,14/11/2021,Fluminense,Palmeiras,Fluminense
32,14/11/2021,Ceara,Sport,Ceara
32,14/11/2021,Chapecoense,Juventude,Juventude
33,16/11/2021,Athletico-PR,Atletico-MG,Atletico-MG
33,16/11/2021,Gremio,Bragantino,Gremio
33,17/11/2021,America-MG,Atletico-GO,-
33,17/11/2021,Santos,Chapecoense,Santos
33,17/11/2021,Cuiaba,Internacional,Cuiaba
33,17/11/2021,Fortaleza,Ceara,Ceara
33,17/11/2021,Palmeiras,Sao Paulo,Sao Paulo
33,17/11/2021,Juventude,Fluminense,Juventude
33,17/11/2021,Flamengo,Corinthians,Flamengo
33,18/11/2021,Sport,Bahia,Sport
34,20/11/2021,Atletico-MG,Juventude,Atletico-MG
34,20/11/2021,Chapecoense,Gremio,Gremio
34,20/11/2021,Fortaleza,Palmeiras,Fortaleza
34,20/11/2021,Atletico-GO,Ceara,-
34,20/11/2021,Internacional,Flamengo,Flamengo
34,21/11/2021,Corinthians,Santos,Corinthians
34,21/11/2021,Fluminense,America-MG,Fluminense
34,21/11/2021,Bahia,Cuiaba,-
2,23/11/2021,Gremio,Flamengo,-
30,23/11/2021,Atletico-GO,Juventude,-
35,23/11/2021,Palmeiras,Atletico-MG,-
34,24/11/2021,Sao Paulo,Athletico-PR,-
35,24/11/2021,Fluminense,Internacional,Fluminense
35,25/11/2021,Santos,Fortaleza,Santos
35,25/11/2021,Ceara,Corinthians,Ceara
36,26/11/2021,Bahia,Gremio,Bahia
36,27/11/2021,Bragantino,America-MG,-
36,27/11/2021,Sao Paulo,Sport,Sao Paulo
36,28/11/2021,Corinthians,Athletico-PR,Corinthians
36,28/11/2021,Atletico-MG,Fluminense,Atletico-MG
36,28/11/2021,Internacional,Santos,-
35,29/11/2021,Atletico-GO,Bahia,Atletico-GO
35,30/11/2021,Juventude,Bragantino,Juventude
35,30/11/2021,America-MG,Chapecoense,America-MG
36,30/11/2021,Flamengo,Ceara,Flamengo
36,30/11/2021,Cuiaba,Palmeiras,Palmeiras
32,02/12/2021,Bahia,Atletico-MG,Atletico-MG
35,02/12/2021,Gremio,Sao Paulo,Gremio
35,03/12/2021,Athletico-PR,Cuiaba,Athletico-PR
35,03/12/2021,Sport,Flamengo,-
36,03/12/2021,Chapecoense,Atletico-GO,Atletico-GO
36,03/12/2021,Fortaleza,Juventude,Fortaleza
37,05/12/2021,Bahia,Fluminense,Bahia
37,05/12/2021,Atletico-MG,Bragantino,Atletico-MG
37,05/12/2021,Corinthians,Gremio,-
37,05/12/2021,Ceara,America-MG,-
37,06/12/2021,Athletico-PR,Palmeiras,-
37,06/12/2021,Sao Paulo,Juventude,Sao Paulo
37,06/12/2021,Cuiaba,Fortaleza,Cuiaba
37,06/12/2021,Internacional,Atletico-GO,Atletico-GO
37,06/12/2021,Flamengo,Santos,Santos
37,06/12/2021,Chapecoense,Sport,Sport
38,09/12/2021,Sport,Athletico-PR,-
38,09/12/2021,Fortaleza,Bahia,Fortaleza
38,09/12/2021,Atletico-GO,Flamengo,Atletico-GO
38,09/12/2021,Palmeiras,Ceara,Palmeiras
38,09/12/2021,Fluminense,Chapecoense,Fluminense
38,09/12/2021,America-MG,Sao Paulo,America-MG
38,09/12/2021,Bragantino,Internacional,Bragantino
38,09/12/2021,Juventude,Corinthians,Juventude
38,09/12/2021,Gremio,Atletico-MG,Gremio
38,09/12/2021,Santos,Cuiaba,-
1,09/04/2022,Fluminense,Santos,-
1,09/04/2022,Atletico-GO,Flamengo,-
1,09/04/2022,Palmeiras,Ceara,Ceara
1,10/04/2022,Coritiba,Goias,Coritiba
1,10/04/2022,Botafogo-RJ,Corinthians,Corinthians
1,10/04/2022,Atletico-MG,Internacional,Atletico-MG
1,10/04/2022,Fortaleza,Cuiaba,Cuiaba
1,10/04/2022,Avai,America-MG,Avai
1,10/04/2022,Sao Paulo,Athletico-PR,Sao Paulo
1,11/04/2022,Juventude,Bragantino,-
2,16/04/2022,Goias,Palmeiras,-
2,16/04/2022,Corinthians,Avai,Corinthians
2,16/04/2022,America-MG,Juventude,America-MG
2,16/04/2022,Cuiaba,Fluminense,Fluminense
2,17/04/2022,Santos,Coritiba,Santos
2,17/04/2022,Flamengo,Sao Paulo,Flamengo
2,17/04/2022,Athletico-PR,Atletico-MG,Atletico-MG
2,17/04/2022,Internacional,Fortaleza,Internacional
2,17/04/2022,Bragantino,Atletico-GO,Bragantino
2,17/04/2022,Ceara,Botafogo-RJ,Botafogo-RJ
4,20/04/2022,Flamengo,Palmeiras,-
3,23/04/2022,Bragantino,Sao Paulo,-
3,23/04/2022,Athletico-PR,Flamengo,Athletico-PR
3,23/04/2022,Palmeiras,Corinthians,Palmeiras
3,23/04/2022,Fluminense,Internacional,Internacional
3,23/04/2022,Atletico-MG,Coritiba,-
3,24/04/2022,Santos,America-MG,Santos
3,24/04/2022,Juventude,Cuiaba,Cuiaba
3,24/04/2022,Atletico-GO,Botafogo-RJ,-
3,25/04/2022,Avai,Goias,Avai
4,30/04/2022,America-MG,Athletico-PR,America-MG
4,30/04/2022,Ceara,Bragantino,Bragantino
4,30/04/2022,Goias,Atletico-MG,-
4,30/04/2022,Cuiaba,Atletico-GO,-
4,01/05/2022,Botafogo-RJ,Juventude,-
4,01/05/2022,Corinthians,Fortaleza,Corinthians
4,01/05/2022,Coritiba,Fluminense,Coritiba
4,01/05/2022,Internacional,Avai,-
4,02/05/2022,Sao Paulo,Santos,Sao Paulo
5,07/05/2022,Atletico-MG,America-MG,America-MG
5,07/05/2022,Athletico-PR,Ceara,Athletico-PR
5,08/05/2022,Flamengo,Botafogo-RJ,Botafogo-RJ
5,08/05/2022,Palmeiras,Fluminense,-
5,08/05/2022,Atletico-GO,Goias,Goias
5,08/05/2022,Bragantino,Corinthians,Corinthians
5,08/05/2022,Santos,Cuiaba,Santos
5,08/05/2022,Fortaleza,Sao Paulo,-
5,08/05/2022,Juventude,Internacional,-
5,09/05/2022,Avai,Coritiba,Avai
7,11/05/2022,Bragantino,Atletico-MG,-
6,14/05/2022,Palmeiras,Bragantino,Palmeiras
6,14/05/2022,Ceara,Flamengo,-
6,14/05/2022,Atletico-MG,Atletico-GO,Atletico-MG
6,14/05/2022,Internacional,Corinthians,-
6,14/05/2022,Fluminense,Athletico-PR,Fluminense
6,15/05/2022,Sao Paulo,Cuiaba,Sao Paulo
6,15/05/2022,Coritiba,America-MG,Coritiba
6,15/05/2022,Botafogo-RJ,Fortaleza,Botafogo-RJ
6,15/05/2022,Avai,Juventude,Juventude
6,15/05/2022,Goias,Santos,Goias
7,21/05/2022,Atletico-GO,Coritiba,Atletico-GO
7,21/05/2022,Flamengo,Goias,Flamengo
7,21/05/2022,Santos,Ceara,-
7,21/05/2022,Juventude,Palmeiras,Palmeiras
7,21/05/2022,Cuiaba,Internacional,-
7,21/05/2022,America-MG,Botafogo-RJ,-
7,22/05/2022,Fortaleza,Fluminense,Fluminense
7,22/05/2022,Corinthians,Sao Paulo,-
7,22/05/2022,Athletico-PR,Avai,Athletico-PR
8,28/05/2022,Goias,Bragantino,-
8,28/05/2022,Sao Paulo,Ceara,-
8,28/05/2022,Fortaleza,Juventude,-
8,29/05/2022,Santos,Palmeiras,Palmeiras
8,29/05/2022,Coritiba,Botafogo-RJ,Coritiba
8,29/05/2022,Cuiaba,Athletico-PR,Athletico-PR
8,29/05/2022,Corinthians,America-MG,-
8,29/05/2022,Fluminense,Flamengo,Flamengo
8,29/05/2022,Atletico-MG,Avai,Atletico-MG
8,30/05/2022,Internacional,Atletico-GO,-
3,01/06/2022,Fortaleza,Ceara,Ceara
9,04/06/2022,America-MG,Cuiaba,America-MG
9,04/06/2022,Ceara,Coritiba,-
9,04/06/2022,Athletico-PR,Santos,-
9,04/06/2022,Avai,Sao Paulo,-
9,04/06/2022,Atletico-GO,Corinthians,Corinthians
9,05/06/2022,Juventude,Fluminense,Juventude
9,05/06/2022,Flamengo,Fortaleza,Fortaleza
9,05/06/2022,Palmeiras,Atletico-MG,-
9,05/06/2022,Bragantino,Internacional,Internacional
9,06/06/2022,Botafogo-RJ,Goias,Goias
10,07/06/2022,Cuiaba,Corinthians,Cuiaba
10,08/06/2022,America-MG,Ceara,Ceara
10,08/06/2022,Juventude,Athletico-PR,Athletico-PR
10,08/06/2022,Atletico-GO,Avai,Atletico-GO
10,08/06/2022,Bragantino,Flamengo,Bragantino
10,08/06/2022,Fluminense,Atletico-MG,Fluminense
10,08/06/2022,Santos,Internacional,-
10,09/06/2022,Palmeiras,Botafogo-RJ,Palmeiras
10,09/06/2022,Coritiba,Sao Paulo,-
10,09/06/2022,Fortaleza,Goias,-
11,11/06/2022,Corinthians,Juventude,Corinthians
11,11/06/2022,Atletico-MG,Santos,-
11,11/06/2022,Cuiaba,Bragantino,-
11,11/06/2022,Fluminense,Atletico-GO,Atletico-GO
11,11/06/2022,Internacional,Flamengo,Internacional
11,12/06/2022,Goias,Ceara,-
11,12/06/2022,Sao Paulo,America-MG,Sao Paulo
11,12/06/2022,Coritiba,Palmeiras,Palmeiras
11,12/06/2022,Fortaleza,Athletico-PR,-
11,13/06/2022,Botafogo-RJ,Avai,Avai
12,14/06/2022,Juventude,Santos,Santos
12,15/06/2022,Ceara,Atletico-MG,-
12,15/06/2022,Bragantino,Coritiba,Bragantino
12,15/06/2022,Goias,Internacional,Internacional
12,15/06/2022,Flamengo,Cuiaba,Flamengo
12,15/06/2022,America-MG,Fluminense,-
12,15/06/2022,Athletico-PR,Corinthians,-
12,16/06/2022,Botafogo-RJ,Sao Paulo,Botafogo-RJ
12,16/06/2022,Palmeiras,Atletico-GO,Palmeiras
12,16/06/2022,Avai,Fortaleza,Avai
13,18/06/2022,Cuiaba,Ceara,-
13,18/06/2022,Santos,Bragantino,-
13,19/06/2022,Atletico-MG,Flamengo,Atletico-MG
13,19/06/2022,Coritiba,Athletico-PR,Athletico-PR
13,19/06/2022,Corinthians,Goias,Corinthians
13,19/06/2022,Internacional,Botafogo-RJ,Botafogo-RJ
13,19/06/2022,Fortaleza,America-MG,Fortaleza
13,19/06/2022,Atletico-GO,Juventude,Atletico-GO
13,19/06/2022,Fluminense,Avai,Fluminense
13,20/06/2022,Sao Paulo,Palmeiras,Palmeiras
14,24/06/2022,Internacional,Coritiba,Internacional
14,25/06/2022,Athletico-PR,Bragantino,Athletico-PR
14,25/06/2022,Flamengo,America-MG,Flamengo
14,25/06/2022,Corinthians,Santos,-
14,25/06/2022,Atletico-MG,Fortaleza,Atletico-MG
14,26/06/2022,Avai,Palmeiras,-
14,26/06/2022,Botafogo-RJ,Fluminense,Fluminense
14,26/06/2022,Goias,Cuiaba,Goias
14,26/06/2022,Ceara,Atletico-GO,-
14,26/06/2022,Sao Paulo,Juventude,-
15,02/07/2022,Juventude,Atletico-MG,Atletico-MG
15,02/07/2022,Fluminense,Corinthians,Fluminense
15,02/07/2022,Santos,Flamengo,Flamengo
15,02/07/2022,Ceara,Internacional,-
15,02/07/2022,Palmeiras,Athletico-PR,Athletico-PR
15,03/07/2022,Avai,Cuiaba,Cuiaba
15,03/07/2022,Atletico-GO,Sao Paulo,Sao Paulo
15,03/07/2022,America-MG,Goias,America-MG
15,03/07/2022,Coritiba,Fortaleza,Coritiba
15,04/07/2022,Bragantino,Botafogo-RJ,Botafogo-RJ
16,09/07/2022,Bragantino,Avai,Bragantino
16,09/07/2022,Fluminense,Ceara,Fluminense
16,09/07/2022,Goias,Athletico-PR,Goias
16,10/07/2022,Coritiba,Juventude,-
16,10/07/2022,Corinthians,Flamengo,Corinthians
